origin,dest,count
12095,27003,57.14364926136322
8041,8041,57.081148869291276
27053,27139,56.993100670921116
26049,26049,56.9838121440308
12095,29077,56.86489975277121
47155,39061,56.77285346643036
12095,48141,56.7255249984752
12095,13029,56.49323374131519
12095,21015,56.40031723845117
51085,51153,56.38940027069321
6073,6071,56.31865280054262
12095,13245,56.307400735587166
6037,6083,56.23047491204609
12095,24510,56.16802598129116
12095,27123,56.02865122699515
47155,1125,56.003341898361256
48309,48309,55.964583976525056
12095,47163,55.935734724131144
48423,48423,55.79435998253746
12095,13115,55.61052696410713
34025,36085,55.579728895098285
12095,24013,55.56406871267513
12095,27163,55.51761046124313
12095,37021,55.424693958379116
53077,53077,55.21185785878114
47155,13057,55.11982861650417
13067,13057,54.980620963473356
48029,48439,54.9737052165436
12095,18157,54.820736689763095
29047,20091,54.51369269009911
12095,22057,54.49552892973907
26145,26125,54.415596682311076
12095,39089,54.26323767257905
12095,22015,54.21677942114705
12095,1055,54.077404666851045
13215,1081,54.03921685931049
16005,16005,53.973385104850685
26145,26049,53.93905067961979
6065,6073,53.93884960684005
12095,28089,53.89157166112303
12095,17113,53.75219690682703
12095,4019,53.75219690682703
6059,48141,53.60840620085328
39043,39043,53.566813200506346
12095,18163,53.334072643939
12095,53061,53.194697889643
13121,13135,53.09715419311986
12095,1077,53.055323135347
39041,39049,52.968829058014094
26099,26125,52.8109513667312
12095,22019,52.637198872458974
28081,28081,52.62150116784538
34009,42101,52.551378230776635
12095,28049,52.54428236959497
17043,17197,52.45084614983834
24003,24003,52.44602930732678
34009,34007,52.44014156684696
6099,6077,52.328786173037386
12095,13217,52.12615810670693
12095,48061,52.079699855274924
12095,45041,52.079699855274924
12095,6075,52.033241603842924
12095,6081,51.940325100978924
48113,48139,51.890125065145206
25021,25017,51.85899022488935
12095,19113,51.84740859811493
12095,37147,51.84740859811493
12095,34011,51.84740859811493
4023,4019,51.84516272788232
12057,12097,51.80924821245271
51630,51177,51.80757177813066
47155,37119,51.785278488204796
42043,42071,51.77586817795521
26017,26111,51.76798236787961
47155,47107,51.756778059757785
12095,34019,51.754492095250924
39041,39041,51.70876407897227
32003,6059,51.70755238565639
47155,47125,51.69977720286378
39061,39017,51.56436050629942
6001,6013,51.53564531622978
12095,34037,51.475742586658896
12095,17163,51.3363678323629
6073,4013,51.23298380903787
47155,13223,51.18676949081773
47155,12057,51.15826906237073
51185,51185,51.122311689393854
12095,47179,51.10407657520288
12095,17093,51.10407657520288
12095,55009,50.91824356947487
12095,23005,50.87178531804287
12095,25001,50.82532706661087
12095,13059,50.68595231231485
47155,37089,50.61676092187766
12095,13157,50.54657755801885
12095,1083,50.500119306586846
12095,48245,50.453661055154846
47155,13117,50.331756637407636
48029,48325,50.282870988227295
48029,48013,50.282870988227295
32003,6071,50.23615217212775
48029,48259,50.235005332836316
19057,19057,50.157787027308615
47155,1095,50.0467523529376
55079,55101,49.9904020864658
47155,1055,49.989751496043596
12095,37085,49.94262028940282
12095,48027,49.896162037970804
24005,24005,49.890528762884905
6059,41067,49.757661530087745
12095,21227,49.6174125293788
12095,37159,49.52449602651479
12095,39025,49.52449602651479
36067,36023,49.38442988015763
41005,41005,49.26388607929037
26155,26155,49.18143368373988
9009,9009,49.14099678342253
40109,40051,49.11999410827722
29189,17119,48.96456153955317
6037,6001,48.911147209120905
34005,34005,48.68387203381079
34009,34015,48.53096737731836
31055,31153,48.462711090899155
4019,4013,48.37495094197879
12095,37109,48.36303974071473
12095,42069,48.36303974071473
55025,55025,48.28224036345461
12095,31153,48.22366498641871
12095,55087,48.17720673498672
47155,21125,48.16572407543539
12095,39045,48.084290232122704
13067,13135,48.0115662005558
32003,4013,47.91898648153145
12095,36027,47.898457226394704
47155,47123,47.766718077177345
12095,5031,47.71262422066668
25005,44007,47.71183830865451
47155,13047,47.65271636338933
47155,47073,47.624215934942335
25027,25027,47.51775895203521
13067,13223,47.48945460593983
6059,6053,47.41701280864204
29209,40143,47.408925997460116
12095,5143,47.38741646064267
12095,35001,47.294499957778655
12095,29047,47.06220870061865
12095,17201,47.06220870061865
12095,51013,47.01575044918665
17097,17093,46.86926823295842
4025,4013,46.73785254907346
12095,13313,46.59762618629862
31153,31055,46.59746819369385
