origin,dest,count
17031,17111,44.98187386134081
53005,53021,44.959373279854844
13077,13113,44.91697347691311
45043,45043,44.9134159319952
51059,51153,44.6922720118637
49035,49043,44.5848163065241
48441,48441,44.508224255147155
48183,48459,44.36335977093318
48113,48397,44.32797660529704
18073,18073,44.219520322698905
34041,34041,44.0726272903532
13215,1113,44.06532730359064
51153,51059,44.03004902858561
6073,6059,43.93997258618554
13245,13073,43.928339168572435
36119,36061,43.92576282803816
6001,6081,43.88859801917141
16065,16065,43.85398397552531
12083,12017,43.816103080676854
6013,6095,43.744956294591894
39061,39165,43.7229946236202
6051,6051,43.71822039917332
34013,34039,43.51656673629056
48259,48029,43.437820906743234
39045,39045,43.314365456201536
36063,36063,43.27792704782205
37045,37045,42.997696289877396
17143,17179,42.860146530587656
18097,18011,42.82572696658927
55127,55055,42.78894300663322
12035,12035,42.73143252177618
8059,8031,42.56034483953144
47037,47149,42.479353505423326
37035,37023,42.443827341026704
1069,1045,42.41876606893678
47149,47037,42.24051620482262
36077,36077,42.17369697790972
47053,47053,42.118620947844775
13063,13151,42.11157740067487
32510,32510,41.94174326068801
42117,42117,41.92577427212546
2170,2170,41.711410294286615
37119,37071,41.67222017489868
51510,51059,41.38991490782253
